programa_id,anos_atividade,faixa_conceito,docentes_mestrado,docentes_doutorado,docentes_bacharelado,media_idade,dedic_integral,dedic_parcial,qualis_perio_A1,qualis_perio_A2,qualis_perio_B1,qualis_perio_B2,qualis_perio_B3,qualis_perio_B4,qualis_perio_B5,qualis_perio_C,qualis_perio_NI,total_dissertacoes,total_teses,patentes,artigos
33005010021P0,51,4,0,18,0,68.277777777777771,15,3,0,4,7,8,3,3,4,12,7,35,47,1,168
33002010078P9,48,6,0,18,0,54.277777777777779,15,3,7,12,17,9,5,0,0,0,0,11,8,6,20
33001014048P6,8,3,3,18,2,52.391304347826086,20,3,5,4,10,13,8,2,2,13,0,12,0,1,35
33069018001P1,16,3,0,18,0,60.277777777777779,14,4,4,1,1,1,0,0,1,0,0,5,0,1,5
40005011007P3,18,4,0,18,0,49.388888888888886,14,4,17,10,6,1,9,0,4,11,1,5,0,10,1
41004019001P1,22,4,0,18,0,53.333333333333336,14,4,4,11,8,3,1,7,2,2,0,20,2,2,13
28007018008P8,13,4,0,18,0,52,14,4,2,5,14,15,10,7,3,4,0,7,10,10,5
32004010031P6,7,5,0,18,0,48,14,4,35,17,33,23,4,1,1,0,1,15,1,4,6
33056013014P5,10,3,0,18,0,50.222222222222221,13,5,0,4,7,9,4,5,0,1,0,25,0,2,1
33009015018P0,42,4,0,18,0,59.5,13,5,0,3,5,7,17,0,0,0,0,12,1,3,1
31030017005P9,8,4,0,18,0,64.055555555555557,9,9,0,1,6,10,7,3,2,1,0,0,9,1,40
27001016047P2,7,3,0,17,0,43.529411764705884,17,0,1,6,11,14,9,8,5,18,0,12,0,3,7
52001016044P4,12,3,0,17,0,47.647058823529413,17,0,13,10,22,13,3,1,6,3,0,12,0,1,21
28007018016P0,8,3,0,17,0,50.117647058823529,17,0,7,1,3,4,4,2,1,0,0,12,0,8,1
33004021073P5,28,5,0,17,0,48.529411764705884,17,0,21,24,4,2,0,2,0,0,0,8,8,3,26
52001016069P7,7,3,0,17,0,42.588235294117645,17,0,8,1,5,2,0,3,2,0,0,9,0,2,34
42001013089P0,16,5,0,17,0,53,17,0,7,5,11,3,4,12,14,7,5,22,0,5,5
41002016009P0,17,4,0,17,0,53.235294117647058,17,0,0,5,5,6,1,14,1,0,3,19,0,6,11
31004016038P4,17,4,0,17,0,53.764705882352942,17,0,12,3,12,3,0,2,1,0,0,19,5,3,1
28001010059P7,14,3,0,17,0,56.8235294117647,17,0,13,5,7,4,4,5,7,0,0,0,4,15,1
40015017023P0,8,3,0,17,0,51.1764705882353,17,0,2,3,16,4,2,9,6,0,0,14,0,15,29
53001010082P0,11,3,0,17,0,54.058823529411768,17,0,7,7,15,27,1,10,5,0,0,15,5,1,8
42001013058P7,26,5,0,17,0,55.529411764705884,17,0,29,19,10,6,1,1,5,0,0,28,8,1,3
33084017001P3,12,3,0,17,0,53.882352941176471,17,0,2,0,2,0,2,2,11,5,4,15,0,4,2
42008018009P0,10,3,0,17,0,54.882352941176471,17,0,24,13,11,7,0,2,5,2,0,13,0,28,4
27001016014P7,14,3,1,17,0,52.333333333333336,18,0,2,4,9,4,1,2,32,0,1,11,0,15,1
15001016010P8,29,3,0,17,0,57.058823529411768,17,0,4,7,2,1,1,1,11,0,0,9,0,3,1
25003011013P8,19,4,0,17,0,57.294117647058826,17,0,4,3,19,2,4,2,4,0,0,13,11,1,5
33002010150P1,30,5,0,17,0,56.647058823529413,17,0,1,29,15,3,2,8,10,0,0,15,6,1,96
31003010055P3,19,3,0,17,0,53.1764705882353,17,0,5,6,35,65,0,0,7,3,1,23,0,1,5
15001016037P3,19,4,0,17,0,50.647058823529413,17,0,3,28,7,16,5,0,7,3,0,4,4,19,28
23001011060P8,10,3,0,17,0,46.941176470588232,17,0,6,15,19,16,2,2,6,1,0,14,0,7,2
42004012021P5,9,3,0,17,0,50.294117647058826,17,0,3,7,17,8,7,0,3,12,1,18,0,1,7
50002015006P6,10,3,0,17,0,47.705882352941174,17,0,0,1,9,12,18,11,3,3,0,19,0,3,2
33004056089P5,12,4,0,17,0,51.529411764705884,17,0,9,2,15,8,3,1,1,0,2,15,0,1,63
33004056087P2,13,4,0,17,0,52.058823529411768,17,0,10,1,3,15,1,4,4,7,5,17,1,1,6
32004010009P0,31,4,0,17,0,51.1764705882353,17,0,6,5,27,7,3,2,3,3,1,6,10,2,1
26001012036P8,9,3,0,17,0,46.470588235294116,17,0,4,6,10,7,10,6,1,12,0,15,0,26,5
30001013016P9,18,4,0,17,0,53,17,0,14,10,14,3,0,2,4,0,0,9,9,2,5
33067015002P5,23,3,0,17,0,50.8235294117647,17,0,5,8,1,9,2,11,0,0,0,15,0,7,11
33002029019P8,38,5,0,17,0,53.941176470588232,16,1,18,11,6,8,5,2,3,0,0,12,11,3,23
33004137046P4,31,5,0,17,0,59,16,1,2,13,14,10,15,8,5,10,0,10,12,4,12
32012012009P6,6,3,0,17,0,45.294117647058826,16,1,4,6,7,7,3,2,3,0,0,6,0,1,11
24004014012P5,11,3,0,17,0,47.8235294117647,16,1,4,5,16,9,0,0,5,0,0,11,0,1,3
41001010021P7,33,6,0,17,0,56.647058823529413,16,1,19,12,4,2,1,1,0,12,2,6,15,4,10
33004170001P6,8,4,0,17,0,54.941176470588232,16,1,16,9,11,6,0,3,1,0,0,15,7,7,25
33009015088P9,7,3,0,17,0,48.117647058823529,16,1,9,5,11,10,1,0,2,0,0,14,0,1,7
33002037005P2,45,4,0,17,0,55.058823529411768,16,1,18,8,14,1,0,3,10,0,0,11,6,1,9
31004016063P9,9,3,0,17,0,54.235294117647058,16,1,3,2,2,23,10,4,1,1,1,7,0,1,7
31005012027P9,27,4,0,17,1,62.166666666666664,17,1,0,10,5,3,0,8,9,5,2,25,23,1,9
33078017002P3,17,5,1,17,0,59.333333333333336,17,1,4,29,14,14,5,1,0,1,0,10,0,1,7
33002010061P9,43,6,0,17,0,58.647058823529413,15,2,23,23,12,2,5,2,0,0,0,6,7,2,11
42008018006P1,17,5,0,17,0,51.235294117647058,15,2,8,9,12,1,1,6,2,0,0,5,9,13,1
40022013003P2,13,4,0,17,0,44.764705882352942,15,2,7,12,3,8,10,8,0,0,8,20,0,10,3
16003012003P7,15,4,0,17,0,49.705882352941174,15,2,11,8,12,9,2,19,14,0,3,11,3,3,1
42014018003P9,9,3,0,17,0,46.470588235294116,15,2,8,2,5,11,12,6,9,9,0,8,0,12,16
40015017013P5,11,3,0,17,0,50.352941176470587,15,2,9,1,14,25,25,3,18,1,1,25,0,6,7
28023013002P8,13,4,0,17,0,55.117647058823529,14,3,4,6,10,18,9,7,1,1,0,9,6,3,34
22001018079P8,8,3,0,17,0,49.588235294117645,13,4,0,4,4,2,0,3,0,2,0,7,0,5,2
42003016009P9,36,5,0,17,0,54.294117647058826,13,4,24,10,10,8,11,3,3,17,9,15,13,30,57
33093016003P1,22,4,0,17,0,51.705882352941174,13,4,4,7,11,12,14,22,0,0,0,19,13,1,3
33144010022P4,5,3,0,17,0,47.352941176470587,12,5,2,3,2,5,3,2,2,0,0,9,0,1,2
33002088004P3,8,3,0,16,0,56.875,16,0,0,4,0,10,4,2,7,2,3,19,0,1,4
33001014034P5,11,3,0,16,0,50.5,16,0,0,1,17,2,4,1,11,0,0,13,0,2,16
28006011004P6,15,4,0,16,0,50.25,16,0,1,3,2,1,1,3,0,10,0,14,0,1,4
40001016070P1,11,3,0,16,0,51.5,16,0,0,3,1,2,2,3,7,11,1,19,0,1,1
33001014018P0,19,4,0,16,0,50.1875,16,0,5,2,8,8,4,17,6,1,3,14,6,1,2
22003010022P9,10,3,0,16,0,53.25,16,0,5,2,4,5,1,1,4,2,0,13,0,16,2
28022017004P4,13,3,0,16,0,48.125,16,0,3,3,6,9,2,2,2,3,0,12,0,4,1
40015017025P3,8,3,0,16,0,48,16,0,1,5,1,3,4,7,7,0,0,12,0,1,1
31013015002P5,22,4,0,16,0,56.75,16,0,8,3,6,2,0,1,2,2,0,8,5,1,3
33002037015P8,44,4,0,16,0,58.5,16,0,36,10,12,2,6,4,1,12,5,13,6,3,1
32001010050P8,26,4,0,16,0,54.9375,16,0,5,10,6,0,0,2,0,1,1,13,7,4,3
40014010006P2,11,3,0,16,0,46.4375,16,0,0,13,3,14,11,8,0,5,3,8,0,23,3
23001011075P5,7,3,0,16,0,48.25,16,0,5,5,9,9,0,1,2,0,0,9,0,1,4
40001016075P3,10,3,0,16,0,51.1875,16,0,9,6,10,13,5,4,3,5,0,5,0,2,1
24004014005P9,14,4,0,16,0,57.875,16,0,4,0,6,5,4,2,1,1,1,21,2,1,1
33002010209P6,12,4,0,16,0,50.375,16,0,32,5,8,0,5,3,5,15,2,8,15,2,10
23001011054P8,11,4,0,16,0,48.9375,16,0,8,10,14,4,2,1,1,1,2,7,6,1,14
33054010003P0,17,4,0,16,0,49.875,16,0,3,4,14,6,4,2,2,0,0,5,5,24,6
33002010155P3,29,4,0,16,0,56.6875,16,0,1,4,12,3,2,6,12,0,0,9,5,1,45
53001010080P7,11,4,0,16,0,50.4375,16,0,10,8,9,7,1,0,2,0,1,16,4,5,3
15001016051P6,15,4,0,16,0,55.125,16,0,7,5,9,3,3,4,10,3,4,0,11,7,3
24009016031P1,7,3,0,16,0,52.25,16,0,0,2,1,0,0,0,1,3,0,10,0,3,2
25001019090P0,8,3,0,16,0,39.6875,16,0,8,6,9,2,3,0,1,1,0,7,0,2,1
42005019034P6,8,4,0,16,0,54.625,16,0,13,7,16,5,7,5,2,4,0,2,0,18,4
52001016048P0,11,4,0,16,0,54.8125,16,0,9,21,24,24,8,1,1,5,0,0,3,36,1
32002017047P3,8,3,0,16,0,45.875,16,0,4,3,16,3,1,1,8,0,0,9,0,3,3
32001010095P1,7,5,0,16,0,53.1875,16,0,9,13,34,18,10,3,2,2,0,1,0,6,7
40022013004P9,11,4,0,16,0,44.5,15,1,5,6,4,7,8,2,8,3,0,12,0,18,8
12001015033P0,12,3,0,16,0,45.875,15,1,2,7,7,3,6,1,5,2,0,10,0,7,5
33002010047P6,45,5,0,16,0,52.0625,15,1,11,38,9,3,2,4,6,0,0,12,9,2,20
24001015067P5,8,3,0,16,0,48.375,15,1,13,6,9,6,6,0,5,2,5,23,0,3,4
33003017049P5,34,3,0,16,0,54.8125,15,1,8,2,4,2,3,4,3,1,0,10,3,1,3
32001010073P8,15,4,0,16,0,47.3125,15,1,2,4,16,4,8,0,3,0,1,13,0,2,5
25020013004P3,10,3,0,16,0,48.1875,15,1,0,3,25,3,1,0,7,0,0,7,0,2,4
27001016028P8,11,3,0,16,0,48.375,15,1,2,5,16,4,5,2,2,0,1,8,0,14,1
32004010025P6,9,5,0,16,0,49.375,15,1,9,18,52,8,3,0,2,0,0,11,9,1,3
52012018008P6,7,3,0,16,0,46.375,14,2,9,2,2,2,3,2,2,3,0,13,0,1,1
32008015009P2,19,4,0,16,0,52.3125,14,2,9,9,3,11,10,4,3,0,0,14,4,15,8
33001014051P7,7,3,0,16,0,48.4375,14,2,7,12,12,2,2,1,5,0,0,12,0,5,8
28001010073P0,12,4,2,16,0,51.777777777777779,16,2,2,6,22,8,3,4,5,5,1,11,0,9,1
31007015003P5,52,4,0,16,0,56.5,14,2,7,19,7,6,2,1,1,5,1,8,7,2,5
33021015001P3,30,4,0,16,0,48.875,14,2,7,12,2,4,3,5,1,0,0,3,4,1,4
40022013002P6,16,5,0,16,0,51.125,13,3,5,5,10,3,0,1,2,2,0,4,0,3,6
40022013005P5,10,4,0,16,0,51.125,13,3,5,4,13,3,0,1,2,2,0,6,6,3,6
42037018001P9,9,3,0,16,0,50.1875,13,3,0,1,12,6,4,4,1,1,0,10,0,1,4
42042011002P5,12,3,0,16,0,49.5625,13,3,8,10,14,6,2,4,1,1,0,28,0,4,9
33008019006P6,21,3,0,16,0,50.125,12,4,7,5,10,3,3,0,10,9,0,5,2,7,13
32073011004P1,5,3,0,16,0,55.1875,12,4,0,5,5,4,3,14,3,1,1,3,0,4,2
53001010067P0,14,5,0,16,0,50.8125,12,4,3,20,30,9,4,5,2,1,0,8,10,1,5
40001016053P0,15,4,0,16,0,55.125,11,5,0,2,6,0,4,2,7,2,0,12,8,7,4
33002010055P9,45,4,0,16,0,61.875,10,6,4,1,6,6,1,0,0,1,0,11,8,1,7
33128014001P5,13,3,0,16,0,53.875,9,7,11,3,17,8,1,0,17,1,1,6,0,1,101
33092010017P0,6,3,0,16,0,46.875,1,15,3,7,8,5,11,3,9,3,4,10,0,1,10
20009011001P4,14,3,0,15,0,44.733333333333334,15,0,14,14,4,15,10,0,0,0,0,2,0,2,4
41006011005P0,19,3,0,15,0,50.266666666666666,15,0,3,3,1,2,8,1,1,5,0,7,0,1,3
20009011002P0,13,3,0,15,0,45.333333333333336,15,0,4,11,10,12,3,2,3,4,0,12,0,10,9
32004010027P9,9,3,0,15,0,44.6,15,0,0,0,4,0,0,0,0,2,0,9,0,2,1
40006018024P1,8,3,0,15,0,47.2,15,0,1,5,4,1,0,1,3,3,19,9,0,1,2
26001012028P5,11,4,0,15,0,50.8,15,0,6,7,12,4,4,3,4,2,0,0,5,10,1
41011015001P4,12,3,4,15,0,48.210526315789473,19,0,0,1,0,3,0,0,0,2,2,15,0,7,2
42020018005P8,16,4,0,15,0,53.533333333333331,15,0,1,3,4,6,3,7,7,0,1,10,0,4,6
40006018017P5,10,3,0,15,0,50.333333333333336,15,0,1,6,11,1,10,4,1,8,0,12,0,1,6
41002016023P2,9,3,0,15,0,46.866666666666667,15,0,2,0,3,0,1,3,6,3,0,11,0,1,5
23001011021P2,22,3,0,15,0,48.666666666666664,15,0,2,4,6,0,2,3,2,8,2,14,0,1,1
53001010049P2,21,4,0,15,0,55,15,0,10,5,9,6,0,4,5,0,0,13,10,3,3
53003012009P0,16,4,0,15,0,54.133333333333333,15,0,5,4,16,11,6,9,2,0,0,18,0,10,7
42019010011P7,16,3,1,15,0,55.5625,16,0,0,1,11,7,4,4,4,11,0,6,0,1,7
52001016067P4,7,3,0,15,0,45.333333333333336,15,0,1,2,5,5,2,4,1,0,0,10,0,2,3
33114013002P4,11,3,0,15,0,47.06666666666667,15,0,1,0,5,4,1,1,1,8,0,14,0,1,10
31003010024P0,34,5,0,15,0,52.866666666666667,15,0,4,16,23,0,3,9,6,2,0,21,10,11,29
50001019030P8,10,3,0,15,0,44.2,15,0,0,0,25,12,1,0,6,0,3,11,0,6,4
23002018003P0,13,3,0,15,0,54.2,15,0,3,1,6,4,1,1,0,0,0,4,0,6,1
32004010018P0,14,5,0,15,0,50.93333333333333,15,0,5,8,24,11,4,0,0,0,2,12,7,5,2
32001010022P4,51,4,0,15,0,55.333333333333336,15,0,0,3,6,11,8,2,0,3,0,6,3,5,10
24009016025P1,11,3,0,15,0,57.866666666666667,15,0,1,1,6,2,0,3,4,0,15,18,0,1,1
40014010002P7,15,3,0,15,0,48.533333333333331,15,0,1,3,5,8,4,1,4,2,0,10,0,9,7
31033016015P3,16,6,0,15,0,51.4,15,0,12,22,30,6,1,0,3,0,0,8,6,4,2
16003012007P2,14,3,0,15,0,48.8,15,0,4,0,2,2,1,7,1,1,0,20,0,3,29
33051011010P8,10,3,0,15,0,52,15,0,10,9,3,0,3,2,0,0,0,2,0,6,1
41007018002P7,8,3,0,15,0,51.266666666666666,14,1,0,4,3,8,18,22,2,0,7,20,0,1,4
32003013009P0,10,3,1,15,0,52.625,15,1,7,3,9,3,2,5,7,4,0,5,0,6,2
32003013011P5,9,3,0,15,0,51.93333333333333,14,1,0,0,7,7,2,12,4,1,0,14,0,1,11
22008012001P3,13,3,0,15,0,49.06666666666667,14,1,4,0,1,1,1,0,5,0,1,13,0,3,25
33002010190P3,18,4,0,15,0,60.4,14,1,0,3,8,11,5,1,4,2,1,6,0,4,42
28007018010P2,13,3,0,15,0,50.866666666666667,14,1,3,11,2,2,0,0,0,8,0,2,0,4,6
33021015009P4,23,3,0,15,0,59.866666666666667,14,1,1,1,18,4,0,1,0,1,0,15,0,1,1
27001016042P0,9,3,0,15,0,48.466666666666669,14,1,2,7,26,4,4,1,0,0,0,19,0,2,1
25001019065P5,21,5,0,15,0,47.8,14,1,7,6,11,5,7,1,3,0,1,12,0,7,4
33004056082P0,22,5,0,15,0,59.8,14,1,2,3,2,2,13,0,16,1,4,10,6,6,11
42041015003P5,12,3,0,15,0,51.06666666666667,14,1,2,3,4,2,2,10,4,0,0,13,0,10,24
40002012003P9,45,5,0,15,0,61.466666666666669,14,1,11,7,10,5,4,0,1,3,2,23,8,11,14
40005011013P3,11,3,0,15,0,51.133333333333333,14,1,2,3,6,5,2,5,5,2,0,10,0,5,11
40001016078P2,9,3,0,15,0,48.733333333333334,14,1,2,6,6,4,0,0,3,6,0,6,0,1,4
20001010023P7,10,4,3,15,0,54.277777777777779,17,1,2,5,5,2,4,1,1,0,0,14,0,7,1
32004010014P4,20,6,0,15,0,50,13,2,11,9,21,9,0,0,1,0,1,11,4,8,6
23004010004P0,9,3,0,15,0,45.333333333333336,13,2,1,1,7,3,1,1,3,14,0,8,0,63,6
15001016075P2,8,3,0,15,0,50.4,13,2,2,4,8,0,4,5,21,24,2,49,0,5,1
33057010002P7,16,3,0,15,0,47.133333333333333,13,2,14,10,5,2,1,3,12,0,0,4,0,2,4
42037018002P5,8,3,0,15,0,54.466666666666669,13,2,0,1,11,4,5,8,0,2,0,20,0,1,20
41006011003P7,23,4,0,15,0,51.2,12,3,8,9,12,1,1,4,2,2,0,4,1,2,3
33021015014P8,6,3,0,15,0,62.133333333333333,12,3,0,0,0,0,0,1,13,4,0,1,0,11,7
42002010055P8,9,4,0,15,0,50.733333333333334,12,3,3,4,11,14,2,5,6,0,6,8,0,2,6
15001016073P0,9,3,1,15,0,57.9375,12,4,1,2,3,4,12,9,0,0,3,17,0,1,11
32002017040P9,10,4,0,15,0,56.133333333333333,11,4,20,14,24,8,2,0,5,0,0,9,0,2,7
33093016006P0,14,3,0,15,0,42.533333333333331,11,4,3,17,12,6,0,2,62,1,0,7,0,1,1
31030017003P6,15,4,0,15,0,64.466666666666669,11,4,0,1,4,7,6,3,0,1,0,18,0,1,30
40041018001P7,13,3,0,15,0,53.266666666666666,11,4,4,11,5,4,2,9,0,0,0,12,0,34,1
41001010086P1,9,4,0,15,0,58,10,5,0,2,5,6,6,4,1,7,0,10,0,1,7
33002010132P3,34,4,0,15,0,53.133333333333333,10,5,15,6,7,4,3,0,0,0,0,0,8,1,3
32008015014P6,22,4,2,15,0,55.352941176470587,12,5,9,9,1,9,10,2,2,0,0,13,0,14,8
40006018037P6,6,3,0,15,0,45.133333333333333,10,5,1,3,2,3,1,3,4,5,0,5,0,2,2
31027016003P9,10,3,0,15,0,55.133333333333333,7,8,0,5,4,1,0,0,1,0,0,4,0,1,1
32145012001P7,7,3,0,15,0,55.93333333333333,6,9,0,2,2,3,2,1,5,13,0,11,0,1,4
40077012001P0,8,3,1,15,0,50.5,6,10,0,4,1,1,2,3,2,2,0,21,0,1,26
42002010158P1,6,4,0,15,0,52.733333333333334,5,10,0,3,4,4,1,0,2,1,2,15,0,2,1
23009004001P7,6,3,1,15,0,45.6875,2,14,0,0,5,2,4,1,0,2,0,12,0,4,6
31001017035P6,54,5,0,14,0,63.142857142857146,14,0,12,2,15,4,7,13,3,1,0,25,24,1,7
32004010029P1,8,4,0,14,0,53.928571428571431,14,0,1,15,19,3,1,1,4,0,4,1,8,1,2
40003019005P8,22,5,0,14,0,53.214285714285715,14,0,12,3,15,1,1,0,0,2,1,12,6,7,2
32025017002P2,12,4,0,14,0,59.928571428571431,14,0,0,5,0,1,2,4,5,3,1,20,0,6,8
42005019027P0,19,4,0,14,0,51.5,14,0,0,1,4,7,2,4,0,9,0,12,12,1,8
22001018016P6,44,4,0,14,0,51.571428571428569,14,0,7,13,12,13,5,3,1,1,0,18,0,1,6
32005016032P5,11,3,0,14,0,50.857142857142854,14,0,3,7,7,9,6,3,1,2,0,13,0,16,7
21001014013P4,14,3,0,14,0,50.071428571428569,14,0,1,5,12,5,4,1,7,3,0,9,0,6,1
33004056080P8,24,4,0,14,0,57.428571428571431,14,0,2,4,16,8,4,2,0,4,9,10,4,2,8
21001014029P8,9,3,0,14,0,42.785714285714285,14,0,5,4,11,3,14,7,3,6,2,22,0,1,1
30001013030P1,14,3,0,14,0,57.285714285714285,14,0,3,2,2,1,4,3,2,0,2,23,0,1,3
25001019061P0,16,3,1,14,0,65,15,0,0,0,0,3,0,1,3,1,0,13,0,1,3
33065012004P5,7,3,0,14,0,54.214285714285715,14,0,8,7,8,4,5,1,7,1,0,14,0,7,6
40003019010P1,20,4,0,14,0,52,14,0,9,8,10,3,4,4,2,5,5,21,12,4,2
40002012033P5,13,3,0,14,0,48.857142857142854,14,0,2,2,4,0,3,1,0,4,0,12,0,1,1
16003012016P1,8,3,0,14,0,49.571428571428569,14,0,4,4,11,2,3,12,31,0,1,28,0,2,1
15001016063P4,11,3,0,14,0,51.142857142857146,14,0,0,3,2,2,5,1,3,0,1,21,0,1,4
42008018014P4,9,3,0,14,0,55,14,0,7,1,2,3,0,8,5,1,1,16,0,3,8
28001010021P0,33,3,0,14,0,59.571428571428569,14,0,12,4,3,3,4,4,5,0,1,18,0,10,2
40006018033P0,6,3,0,14,0,44.285714285714285,14,0,3,0,3,1,3,3,2,0,0,9,0,4,1
32044011001P3,8,3,0,14,0,47.785714285714285,14,0,4,2,2,1,0,1,0,3,0,6,0,3,86
20001010028P9,9,3,0,14,0,50.642857142857146,14,0,0,1,0,0,1,0,3,1,1,9,0,1,2
40006018029P3,7,3,0,14,0,46.857142857142854,14,0,1,3,2,4,1,3,7,2,7,7,0,3,2
42002010052P9,10,3,0,14,0,44.928571428571431,13,1,5,5,35,15,32,6,22,5,41,15,0,8,5
40015017006P9,15,4,0,14,0,51.142857142857146,13,1,11,1,2,2,0,1,2,0,0,19,2,14,15
42005019015P1,27,4,0,14,0,53.714285714285715,13,1,5,9,4,2,1,0,2,2,0,11,0,3,1
30011019001P3,14,4,0,14,0,48.642857142857146,13,1,8,4,20,8,12,3,0,9,0,9,6,1,5
42042011001P9,15,3,1,14,0,51.866666666666667,14,1,3,8,12,8,2,13,1,1,0,6,0,5,15
30011019002P0,13,3,0,14,0,46.357142857142854,13,1,3,11,16,5,2,5,12,0,0,11,0,1,3
41008014003P0,14,3,0,14,0,54.428571428571431,13,1,3,2,7,12,12,11,2,0,11,23,0,1,1
23001011071P0,7,3,0,14,0,42.785714285714285,13,1,0,1,0,0,0,0,0,0,0,8,0,1,4
33009015021P1,43,4,0,14,0,48.357142857142854,13,1,5,4,5,5,8,0,0,0,0,1,8,2,2
27002012004P8,10,4,0,14,0,50.571428571428569,13,1,6,10,16,6,1,2,1,4,0,10,0,32,3
31063012001P8,15,3,0,14,0,52.214285714285715,12,2,2,2,7,2,7,20,2,12,1,21,0,8,78
30011019003P6,11,3,0,14,0,46.714285714285715,12,2,4,14,10,13,9,2,0,1,0,15,0,1,3
33003017042P0,34,5,0,14,0,56.571428571428569,12,2,31,9,4,2,3,3,0,1,1,5,6,4,19
33002010146P4,33,5,0,14,0,56.714285714285715,11,3,18,10,10,6,1,1,1,0,0,3,4,4,11
31021018017P1,10,3,0,14,0,45.071428571428569,11,3,2,2,0,0,1,3,0,1,0,8,0,1,2
33082014003P3,10,3,0,14,0,47.571428571428569,11,3,3,0,4,1,2,2,1,0,0,7,0,1,12
33056013013P9,11,4,0,14,0,48.642857142857146,11,3,6,0,6,4,2,4,3,2,0,10,0,10,6
40014010011P6,7,3,0,14,0,52.5,11,3,1,1,4,2,6,1,0,0,0,6,0,2,1
42010012004P0,14,3,0,14,0,50.857142857142854,11,3,5,4,8,13,19,2,1,8,0,5,0,1,2
41006011012P6,8,3,1,14,0,54.533333333333331,11,4,1,1,2,2,2,4,5,0,1,10,0,1,5
33005010005P4,46,5,0,14,0,62.142857142857146,10,4,3,13,5,2,2,7,0,0,0,18,16,1,8
33082014005P6,6,4,0,14,0,54.5,9,5,8,6,17,7,6,2,10,3,0,7,0,1,1
42010012007P9,10,3,1,14,0,54.2,9,6,1,1,0,3,7,18,2,0,10,11,0,2,15
52010015102P0,6,3,0,14,0,39,1,13,5,6,18,11,3,6,6,0,2,12,0,1,2
40002012023P0,20,4,0,13,0,52.07692307692308,13,0,11,9,8,5,6,6,2,2,0,12,5,8,6
31002013029P2,8,4,0,13,0,48.230769230769234,13,0,2,2,3,3,0,0,2,0,0,5,0,1,1
32018010006P5,12,3,0,13,0,50.384615384615387,13,0,2,4,8,5,5,0,1,4,2,20,0,2,4
32004010020P4,14,3,0,13,0,42.46153846153846,13,0,3,4,9,7,1,0,3,2,0,16,0,3,1
42008018013P8,10,3,0,13,0,54.384615384615387,13,0,1,6,2,3,1,1,2,2,1,9,0,6,1
31005012014P4,54,5,0,13,0,53.307692307692307,13,0,11,3,6,2,3,8,7,1,3,21,6,4,6
31004016049P6,14,3,0,13,0,54.692307692307693,13,0,9,6,4,3,1,1,3,0,0,10,0,2,1
26001012033P9,9,3,0,13,0,47.230769230769234,13,0,0,3,5,2,1,1,1,1,0,10,0,1,1
25001019021P8,42,6,0,13,0,48.53846153846154,13,0,7,6,11,5,9,2,3,0,0,25,6,7,3
40004015070P0,6,3,0,13,0,49.07692307692308,13,0,0,2,5,1,0,1,6,0,0,10,0,1,1
40003019016P0,13,3,0,13,0,52.846153846153847,13,0,1,9,13,5,1,4,5,0,0,15,0,6,9
24001015074P1,7,3,0,13,0,50.615384615384613,13,0,10,4,8,9,6,3,0,1,0,2,0,11,1
32002017003P6,51,6,0,13,0,50.615384615384613,13,0,22,13,22,2,1,0,6,0,1,17,10,4,5
23001011073P2,7,3,0,13,0,50.615384615384613,13,0,1,4,10,6,5,0,0,3,0,9,0,1,1
33002010239P2,8,4,0,13,0,52.92307692307692,13,0,8,12,11,7,6,6,3,0,0,4,7,3,11
25001019052P0,20,3,0,13,0,58,13,0,0,2,2,6,0,2,8,0,0,13,0,1,2
42001013059P3,27,6,0,13,0,54,13,0,13,6,14,2,5,16,19,15,5,16,15,6,16
33065012003P9,13,3,0,13,0,53.769230769230766,13,0,6,5,15,7,11,2,7,10,1,10,0,5,3
32008015004P0,23,4,0,13,0,51.769230769230766,13,0,4,3,4,1,0,0,1,7,1,24,1,5,1
31033016012P4,18,4,0,13,0,56.53846153846154,13,0,6,1,0,1,1,0,1,2,3,12,2,5,1
33092010009P7,9,3,1,13,0,51.142857142857146,14,0,0,4,7,19,5,13,2,0,7,22,0,1,13
33148015001P9,12,3,0,13,0,51.615384615384613,13,0,4,5,9,9,0,10,3,2,0,15,0,2,2
32004010012P1,24,5,0,13,0,59.692307692307693,12,1,7,4,22,5,0,0,2,1,0,13,8,1,18
32004010016P7,15,4,0,13,0,52.846153846153847,12,1,7,6,16,5,1,3,2,1,7,8,5,2,4
32073011003P5,8,4,0,13,0,53.92307692307692,12,1,0,3,8,11,11,1,2,6,0,15,0,9,3
40003019004P1,25,4,0,13,0,53.846153846153847,12,1,5,4,0,0,0,1,1,3,1,7,9,2,7
41002016011P4,15,3,0,13,0,48.846153846153847,12,1,0,2,7,3,4,0,0,5,0,7,0,1,1
24004014014P8,10,3,0,13,0,45.846153846153847,12,1,1,6,4,6,2,1,0,0,0,17,0,5,2
25003011002P6,45,5,0,13,0,55.07692307692308,12,1,9,1,8,3,0,0,1,0,0,7,6,6,11
33002029034P7,23,5,0,13,0,52,12,1,9,10,9,1,0,2,0,0,0,1,3,1,5
42009014008P0,10,3,0,13,0,56,11,2,0,1,1,0,1,1,0,0,0,8,0,6,6
42019010014P6,8,3,0,13,0,56.307692307692307,11,2,3,0,1,2,0,1,2,2,0,4,0,1,2
42007011021P4,13,4,0,13,0,49.769230769230766,11,2,1,5,9,1,6,0,6,1,0,21,0,1,8
