programa_id,anos_atividade,faixa_conceito,docentes_mestrado,docentes_doutorado,docentes_bacharelado,media_idade,dedic_integral,dedic_parcial,qualis_perio_A1,qualis_perio_A2,qualis_perio_B1,qualis_perio_B2,qualis_perio_B3,qualis_perio_B4,qualis_perio_B5,qualis_perio_C,qualis_perio_NI,total_dissertacoes,total_teses,patentes,artigos
53001010097P7,9,4,0,34,0,47.588235294117645,28,6,30,9,10,1,1,2,0,1,0,15,5,13,25
41001010009P7,45,6,0,34,0,57.735294117647058,25,9,7,44,42,37,1,5,1,4,0,22,18,9,1
32006012006P0,27,5,0,33,0,49.545454545454547,33,0,9,13,19,25,1,7,6,12,0,14,13,27,8
23001011012P3,31,4,0,33,0,50.060606060606062,33,0,14,18,14,19,5,5,4,14,0,9,13,47,2
31002013003P3,49,5,0,33,0,54.18181818181818,33,0,7,37,24,4,1,48,9,0,0,11,11,3,2
41001010090P9,6,3,0,33,0,49.060606060606062,33,0,11,0,4,9,1,1,4,2,7,11,0,1,2
31033016013P0,18,4,1,33,0,55.735294117647058,34,0,9,5,9,14,0,3,4,0,0,8,10,5,2
32006012002P5,36,7,0,33,0,53.515151515151516,33,0,19,3,25,6,5,3,0,3,3,27,20,30,12
22001018007P7,43,6,0,33,0,54.696969696969695,33,0,6,15,53,16,7,5,4,6,1,27,31,4,8
32002017012P5,46,6,1,33,1,57.542857142857144,34,1,35,29,89,9,16,0,2,0,1,32,16,2,57
31001017115P0,13,4,0,33,0,57.121212121212125,32,1,9,3,3,1,2,2,3,2,4,28,0,1,6
32001010009P8,48,6,0,33,0,52.090909090909093,30,3,9,25,46,13,10,6,4,4,0,15,16,10,162
32001010054P3,23,6,0,33,0,53.454545454545453,28,5,17,22,48,16,15,11,11,31,0,23,9,3,10
33144010006P9,14,4,0,32,0,49.53125,32,0,49,19,9,6,5,4,2,0,0,9,10,7,5
33004064088P4,6,4,1,32,0,56.454545454545453,33,0,2,1,2,15,8,8,5,11,0,22,0,1,3
33001014037P4,12,5,0,32,0,54.15625,32,0,10,15,31,6,5,2,2,6,0,10,12,3,2
42001013035P7,56,5,1,32,0,55.090909090909093,33,0,15,11,37,5,5,4,10,1,0,19,10,2,16
32006012011P4,23,4,0,32,0,48.53125,32,0,13,17,22,16,3,1,4,1,0,24,17,11,3
32001010008P1,51,7,0,32,0,55.75,32,0,7,13,34,14,10,5,4,2,0,7,5,21,8
32005016009P3,20,5,0,32,0,49.03125,32,0,9,18,12,37,6,2,4,4,0,22,10,9,6
33144010003P0,14,4,0,32,0,44.90625,32,0,16,25,26,13,3,2,1,6,0,9,12,15,9
42001013030P5,52,5,0,32,0,57.3125,32,0,19,31,66,4,4,6,5,0,0,33,16,7,22
52001016003P6,45,5,0,32,0,55.6875,31,1,7,28,34,13,19,7,6,2,0,16,14,1,4
33119015002P6,17,4,0,32,0,51.5625,31,1,23,27,9,13,24,3,0,0,0,2,55,11,15
33002045006P4,42,4,0,32,0,58.65625,31,1,0,3,7,9,4,0,24,4,0,9,6,2,2
33003025003P0,8,3,0,32,0,47.75,30,2,4,12,8,4,1,9,9,7,1,16,0,1,19
24001015015P5,43,6,0,32,0,53.96875,30,2,3,15,30,29,14,13,1,7,0,14,16,24,1
33002010099P6,45,7,0,32,0,50.4375,28,4,36,52,41,21,7,9,14,1,0,4,6,5,25
21001014002P2,22,4,0,32,0,54.34375,27,5,2,3,10,15,24,11,6,11,0,29,16,2,1
12002011003P0,45,6,0,32,0,56.0625,26,6,49,13,27,22,11,1,1,14,0,20,6,1,28
25003011033P9,9,4,0,32,0,48.375,24,8,10,11,25,33,21,6,6,21,0,0,6,1,1
40033015001P8,16,3,3,32,0,49.25714285714286,27,8,2,5,5,1,3,1,5,0,0,40,0,29,6
40001016012P1,44,5,0,32,0,58.90625,19,13,18,19,22,29,38,12,8,7,8,13,10,8,14
31021018021P9,8,3,17,32,1,54.5,31,19,8,2,5,4,5,3,5,2,0,16,0,1,1
40004015026P1,15,4,0,31,0,57.064516129032256,31,0,13,7,13,21,32,8,1,11,0,12,15,3,6
32002017011P9,59,6,0,31,0,55.903225806451616,31,0,34,9,20,38,15,5,1,4,0,26,33,9,8
52001016062P2,9,4,0,31,0,50.903225806451616,31,0,9,18,25,18,26,4,2,9,0,0,12,34,6
40001016007P8,42,5,0,31,0,52.58064516129032,31,0,9,14,24,15,10,7,11,6,0,5,11,2,3
12001015002P7,34,4,0,31,0,48.87096774193548,31,0,3,7,7,5,15,1,1,18,1,12,5,10,11
51001012029P2,10,3,0,31,0,48.58064516129032,30,1,12,9,22,18,9,1,0,11,1,15,0,1,10
33004064021P7,39,4,0,31,0,58.322580645161288,30,1,17,12,36,31,7,3,29,2,1,18,23,1,33
31033016002P9,27,4,0,31,0,52.774193548387096,30,1,9,6,17,7,8,6,6,9,0,10,15,7,9
31002013001P0,55,4,0,31,0,51.387096774193552,30,1,5,9,15,8,14,4,0,6,0,7,3,2,1
50001019014P2,15,4,0,31,0,46.612903225806448,29,2,10,10,13,20,11,4,0,4,1,15,9,1,5
40006018002P8,26,5,0,31,0,56.225806451612904,29,2,2,1,14,16,9,14,4,9,0,27,10,1,9
42004012016P1,14,4,0,31,0,48.096774193548384,29,2,1,27,19,11,13,0,4,6,2,16,7,14,1
31001017110P8,24,4,0,31,0,56.41935483870968,29,2,6,12,2,3,5,1,9,5,4,20,7,3,2
28001010064P0,13,4,0,31,0,59.70967741935484,29,2,3,6,7,7,9,13,2,3,0,0,17,6,135
15024016001P1,8,3,0,31,1,52.46875,29,3,17,23,22,7,6,3,7,5,0,12,0,2,5
33002010165P9,27,5,0,31,0,56.548387096774192,28,3,12,13,11,18,8,1,1,5,0,13,13,1,24
33004064086P1,8,5,0,31,0,56.838709677419352,27,4,4,25,17,12,4,13,6,3,0,22,13,1,4
33045011001P2,11,5,0,31,0,56.838709677419352,26,5,5,17,22,9,2,4,2,2,0,5,6,6,1
28048016001P7,8,3,1,31,0,51.59375,10,22,3,7,17,0,0,5,14,0,0,18,0,5,3
33002010018P6,51,6,0,30,0,57.333333333333336,30,0,15,16,21,35,15,2,3,10,0,19,17,4,14
31001017011P0,53,5,0,30,0,58.833333333333336,30,0,9,9,28,10,0,5,2,0,0,20,12,1,60
42005019029P2,18,6,0,30,0,52.866666666666667,30,0,14,13,31,9,4,7,2,2,0,22,10,11,6
32010010013P4,7,3,0,30,0,45.133333333333333,30,0,1,5,2,1,3,22,1,5,0,18,0,1,5
32005016014P7,16,5,0,30,0,54.666666666666664,30,0,8,3,8,25,20,4,4,12,0,21,19,6,81
25003011031P6,10,4,0,30,0,53.56666666666667,30,0,5,38,42,11,13,14,11,0,0,13,5,10,1
32001010019P3,48,6,0,30,0,51.8,30,0,5,19,29,12,7,12,0,1,0,15,7,3,11
26001012003P2,29,4,0,30,0,48.8,30,0,5,10,14,8,6,2,2,17,0,21,13,21,1
51001012005P6,25,5,0,30,0,49,30,0,23,17,23,30,16,1,12,19,4,8,13,7,25
32069014001P9,19,4,0,30,0,59.43333333333333,29,1,21,8,10,12,4,3,4,1,0,24,7,3,1
25001019019P3,43,5,0,30,0,55.333333333333336,29,1,10,12,7,7,1,0,1,0,2,26,9,11,1
33002010204P4,13,4,0,30,0,55.8,29,1,14,30,34,22,13,8,1,3,0,16,7,1,9
32004010001P0,46,5,0,30,0,57.5,29,1,4,23,46,19,11,4,4,0,13,33,23,1,12
15010015002P0,12,3,0,30,0,50.633333333333333,29,1,21,10,21,7,2,0,5,7,0,20,0,1,4
40001016033P9,25,4,0,30,0,56.966666666666669,29,1,20,28,22,4,2,2,3,0,0,16,11,33,1
32001010017P0,50,6,0,29,0,59.137931034482762,29,0,27,20,12,16,6,2,4,0,0,35,14,10,1
30001013005P7,29,4,0,29,0,55.793103448275865,28,1,10,21,16,8,5,2,3,4,0,7,12,6,1
33009015091P0,6,3,0,29,0,49.275862068965516,28,1,2,5,8,12,7,6,1,7,0,17,0,2,2
25001019073P8,13,4,0,29,0,53.172413793103445,28,1,7,24,26,24,15,6,5,14,0,18,22,67,4
32007019007P3,25,4,0,29,0,58.551724137931032,28,1,24,7,10,6,0,2,1,2,0,21,6,4,11
21001014003P9,22,4,0,29,0,47.586206896551722,28,1,1,8,5,5,3,9,21,28,0,16,0,17,7
33002010053P6,53,6,0,29,0,58.172413793103445,27,2,30,15,9,8,2,1,3,0,0,30,15,5,2
22005013001P4,14,4,0,29,0,51.896551724137929,27,2,6,5,18,32,16,10,4,29,0,16,0,1,7
24001015040P0,19,4,0,29,0,52.862068965517238,27,2,7,1,6,4,1,1,5,5,0,18,0,2,1
12002011012P9,11,3,3,29,1,59.636363636363633,30,3,19,7,14,2,2,1,12,1,0,11,0,1,16
33004161001P7,6,4,0,29,0,49.586206896551722,26,3,11,5,23,11,14,1,1,6,0,14,0,4,3
25001019053P7,20,5,0,29,0,57.310344827586206,24,5,23,39,19,8,3,5,0,0,0,17,3,19,1
33002010079P5,49,7,0,29,0,55.413793103448278,23,6,35,35,32,12,4,1,1,11,0,10,8,1,35
15010015004P3,8,3,0,29,0,47.413793103448278,21,8,4,7,23,4,9,4,10,12,0,15,0,2,4
33003017091P1,10,4,0,29,0,49.586206896551722,16,13,32,55,41,30,18,3,2,6,0,8,7,13,7
32005016005P8,23,4,0,28,0,47.535714285714285,28,0,16,4,8,7,0,0,2,1,0,23,7,7,6
40002012009P7,29,6,0,28,0,55.642857142857146,28,0,7,27,49,3,7,7,5,0,0,27,19,6,38
31001017031P0,54,6,0,28,0,58.857142857142854,28,0,35,15,7,7,3,4,2,0,0,30,8,8,5
33002010123P4,38,6,0,28,0,51.75,28,0,19,73,86,5,12,7,13,0,0,13,16,2,5
42002010003P8,47,6,0,28,0,49.285714285714285,28,0,14,7,10,5,0,0,2,4,0,32,25,12,2
33002010004P5,48,7,0,28,0,64.357142857142861,28,0,43,30,8,3,2,1,0,1,0,4,9,1,8
40004015001P9,34,5,0,28,0,57.785714285714285,28,0,5,13,22,6,13,11,10,13,0,18,12,3,5
52001016014P8,26,5,0,28,0,50.142857142857146,27,1,4,33,21,2,10,13,13,0,0,29,10,7,16
22001018047P9,16,6,0,28,0,54.642857142857146,27,1,27,16,56,24,13,2,0,7,0,11,13,1,8
31001017059P2,61,5,0,28,0,56.178571428571431,27,1,10,15,5,18,4,4,2,0,7,10,7,1,4
23001011040P7,16,4,0,28,0,49.285714285714285,27,1,4,11,33,18,9,2,1,9,0,17,0,16,1
20001010014P8,16,3,0,28,0,53.178571428571431,26,2,5,6,18,18,29,14,10,11,0,17,0,15,89
14001012004P5,11,3,0,28,0,47.785714285714285,26,2,3,4,9,7,8,1,0,2,0,13,0,1,1
33067015003P1,18,3,0,28,0,48.071428571428569,26,2,11,11,6,19,13,25,4,0,0,9,8,1,6
10001018004P4,22,4,0,28,0,53,25,3,3,4,8,4,9,6,2,2,0,11,5,1,5
33003025002P4,10,4,0,28,0,45.607142857142854,25,3,20,8,14,3,2,1,1,0,0,13,6,5,13
33004030077P0,26,5,0,28,0,54.821428571428569,25,3,24,11,17,12,5,4,3,16,1,17,9,20,26
33001014024P0,13,4,0,28,0,58.25,23,5,0,0,2,2,1,0,2,0,0,12,0,2,4
28001010011P4,48,6,0,28,0,51.285714285714285,15,13,18,27,38,11,8,4,1,0,0,10,10,5,2
33009015002P7,51,6,0,27,0,56.851851851851855,27,0,7,18,27,8,3,0,1,2,0,7,15,1,11
40002012018P6,21,4,0,27,0,50.629629629629626,27,0,5,24,10,14,7,2,5,7,0,17,0,5,1
32006012016P6,20,5,0,27,0,48.629629629629626,27,0,12,20,7,5,7,9,1,0,0,20,6,3,2
32002017015P4,38,5,0,27,0,55.407407407407405,27,0,21,13,45,6,1,0,13,0,0,26,13,9,10
28006011012P9,10,3,0,27,0,50.592592592592595,27,0,3,6,11,2,8,4,3,0,0,17,0,2,1
31005012011P5,58,6,0,27,0,59.037037037037038,27,0,29,6,12,10,1,0,2,3,2,31,19,5,15
40001016042P8,21,4,0,27,0,53.037037037037038,26,1,5,11,13,17,14,3,4,9,0,24,17,38,2
32006012015P0,21,5,0,27,0,50.592592592592595,26,1,9,10,47,8,1,4,8,0,3,21,10,4,18
20001010012P5,16,3,0,27,0,48.629629629629626,26,1,2,5,11,9,11,0,1,27,0,11,0,7,2
31003010064P2,12,4,0,27,0,52.185185185185183,26,1,14,8,16,5,2,3,0,1,0,13,5,2,1
31010016023P3,11,4,0,27,0,55.555555555555557,25,2,3,1,12,5,4,3,6,10,0,21,0,9,6
32018010008P8,11,4,0,27,0,48.037037037037038,25,2,2,9,23,14,17,5,4,5,1,10,0,7,4
32002017022P0,25,6,0,27,0,53.407407407407405,25,2,1,30,24,4,2,10,10,0,0,16,15,5,11
15001016032P1,20,6,0,27,0,54.74074074074074,25,2,7,13,36,18,21,10,6,24,0,15,9,3,3
33002010081P0,43,4,0,27,0,57.7037037037037,24,3,3,17,15,20,8,0,2,3,0,19,16,6,17
31001017015P5,47,5,0,27,0,57.333333333333336,24,3,16,22,27,9,4,2,4,3,0,11,9,9,6
15001016086P4,6,3,0,27,0,45.370370370370374,23,4,6,9,12,24,7,3,1,12,1,14,0,3,3
33144010016P4,9,3,0,27,0,46.111111111111114,23,4,7,7,14,8,12,2,1,1,0,13,0,4,1
25004018009P7,16,4,0,27,0,53.518518518518519,22,5,6,5,11,17,4,7,2,6,0,18,1,1,1
33002010141P2,33,5,0,27,0,53.888888888888886,22,5,12,13,5,3,0,3,2,0,0,10,2,8,2
28001010085P8,10,3,0,27,0,56.185185185185183,11,16,0,0,4,2,4,3,0,0,0,18,0,2,11
42002010013P3,36,4,0,26,0,51.46153846153846,26,0,24,6,20,7,9,7,3,8,4,16,13,11,25
33002029026P4,31,7,0,26,0,54.96153846153846,26,0,28,27,53,26,10,4,6,5,0,8,12,1,2
42003016020P2,19,6,0,26,0,50.115384615384613,26,0,9,21,32,19,14,12,10,12,0,12,6,85,2
32011016003P1,16,4,0,26,0,48.53846153846154,26,0,4,11,18,13,4,2,2,6,0,9,3,6,2
32007019022P2,11,3,0,26,0,48.769230769230766,26,0,10,11,17,10,8,4,8,0,1,10,0,2,85
33002010026P9,45,7,0,26,0,55.42307692307692,26,0,21,17,36,14,9,7,5,4,0,7,20,4,9
21001014004P5,19,3,0,26,0,53.230769230769234,26,0,2,2,32,7,6,15,2,20,0,16,0,4,13
31010016021P0,13,4,0,26,0,48.42307692307692,26,0,39,27,18,4,2,1,0,3,1,6,7,4,3
42002010015P6,31,5,0,26,0,57.730769230769234,26,0,8,7,49,6,15,8,22,2,0,23,10,9,7
33009015071P9,11,4,1,26,0,49.555555555555557,27,0,4,8,21,13,3,3,0,3,0,10,3,5,7
42002010010P4,47,4,0,26,0,55.42307692307692,26,0,4,3,8,17,10,3,0,1,1,17,13,1,1
25001019075P0,12,3,0,26,0,49.653846153846153,26,0,6,7,11,11,7,2,0,12,0,16,0,27,2
33001014028P5,13,4,0,26,0,50,25,1,10,13,18,12,2,5,3,3,0,17,0,1,2
33002010149P3,32,5,0,26,0,63.42307692307692,24,2,12,6,7,4,0,1,3,0,0,11,8,4,50
31010016022P7,12,5,0,26,0,60.53846153846154,24,2,9,7,19,10,4,5,4,2,0,11,7,1,98
31003010091P0,8,3,0,26,0,50.769230769230766,24,2,2,3,9,1,3,4,5,4,0,11,0,1,10
31068014001P0,14,4,0,26,0,53.846153846153847,23,3,3,0,1,5,10,0,1,1,0,16,0,2,5
31003010029P2,30,4,2,26,0,56.892857142857146,25,3,7,15,23,15,3,4,3,4,0,23,11,1,7
25001019028P2,50,6,0,26,0,56.53846153846154,23,3,16,23,22,24,3,1,7,2,0,19,6,12,6
40001016049P2,21,4,0,26,0,50.653846153846153,22,4,8,0,5,7,4,7,9,6,2,28,0,3,3
33001014006P1,39,7,0,26,0,55.730769230769234,22,4,41,9,7,6,1,1,4,0,0,24,16,17,3
41001010051P3,19,5,0,26,0,59.384615384615387,21,5,6,10,8,5,13,28,44,20,14,18,28,3,7
52012018005P7,8,4,0,26,0,45.5,21,5,7,10,23,3,3,2,3,1,1,12,0,4,4
33056013015P1,12,3,0,26,0,48.03846153846154,20,6,8,1,14,5,2,3,3,2,0,8,3,8,5
28008014002P6,21,4,0,26,0,54.692307692307693,16,10,4,5,7,24,12,4,3,36,1,20,6,6,34
10001018017P9,8,3,0,26,0,44.346153846153847,15,11,2,2,12,1,1,3,7,0,0,18,0,4,10
25001019026P0,48,4,0,25,0,59.56,25,0,0,2,9,2,9,13,3,3,2,18,4,1,4
32001010040P2,32,5,0,25,0,52.52,25,0,27,21,20,7,3,9,6,0,0,18,14,2,3
32018010007P1,12,3,0,25,0,46.56,25,0,2,2,4,4,0,0,5,2,1,41,0,3,3
42004012008P9,21,4,0,25,0,46.56,25,0,5,11,19,11,8,3,4,0,0,12,5,2,3
31001017154P5,8,3,0,25,0,50.28,25,0,0,0,1,2,0,0,0,0,0,4,0,4,31
32006012001P9,36,5,0,25,0,60.48,25,0,11,7,7,17,1,1,8,5,2,15,15,2,7
42003016008P2,44,5,0,25,0,52.8,25,0,17,30,32,4,7,5,21,0,0,22,12,14,5
33009015034P6,33,4,0,25,0,58.52,25,0,10,9,27,11,9,0,0,1,1,8,10,4,8
32001010029P9,52,4,0,25,0,55.4,25,0,8,9,15,14,6,3,1,4,8,26,20,2,32
42003016035P0,11,3,0,25,0,48.2,25,0,17,21,9,17,6,7,8,5,0,17,0,7,2
31010016028P5,10,4,0,25,0,60.6,24,1,4,23,32,13,20,4,0,12,0,5,8,3,17
12002011009P8,18,4,0,25,0,56.4,24,1,2,9,11,26,15,9,8,2,0,13,8,1,24
42001013096P6,14,4,0,25,0,56.12,24,1,2,7,9,0,5,1,7,2,0,9,10,8,10
25001019016P4,45,5,0,25,0,56.44,24,1,4,8,14,15,7,23,2,2,0,18,14,1,11
51001012030P0,10,3,0,25,0,49.68,24,1,7,5,13,10,6,2,0,10,0,15,0,11,2
21001014011P1,17,4,0,25,0,55.04,24,1,5,6,23,13,14,22,1,2,0,14,0,1,4
32001010055P0,25,5,0,25,0,54.88,24,1,9,18,29,24,6,1,1,2,0,10,5,11,2
33004030078P6,24,5,0,25,0,54.92,24,1,8,25,26,24,12,5,2,16,0,17,13,24,7
25001019039P4,30,3,0,25,0,57.52,23,2,0,3,12,16,6,4,5,8,0,15,0,1,6
28001010080P6,11,4,0,25,0,55.36,23,2,7,8,16,10,3,11,2,4,0,15,0,43,3
31002013002P7,49,6,0,25,0,56.88,23,2,19,15,46,5,2,1,8,0,0,9,9,1,22
33009015032P3,37,6,0,25,0,53.56,23,2,40,18,36,4,15,8,2,16,1,13,8,1,35
33144010015P8,9,3,0,25,0,47.48,23,2,0,1,8,2,0,0,0,0,0,6,0,2,8
42001013105P5,7,4,0,25,0,50.48,23,2,13,18,29,31,4,10,7,11,0,7,1,18,6
33002029044P2,9,3,0,25,0,51.28,23,2,27,15,33,36,20,22,3,8,18,7,2,13,33
53001010015P0,45,4,0,25,0,53.24,22,3,8,15,14,17,21,5,4,0,2,11,5,3,4
31001017032P7,54,5,1,25,0,62.769230769230766,23,3,6,13,6,0,3,6,0,0,0,27,13,4,17
32001010044P8,29,3,0,25,0,55.68,22,3,12,13,18,11,0,0,16,0,0,16,5,10,6
33083010004P6,20,3,0,25,0,57.28,21,4,2,0,2,2,1,0,3,0,3,16,0,9,23
28022017001P5,42,5,0,25,0,52.56,21,4,5,11,24,2,0,9,3,0,0,11,13,3,1
15010015003P7,8,4,0,25,0,58.36,21,4,16,3,6,6,1,1,1,4,2,0,9,1,3
22001018019P5,30,4,0,25,0,54.8,20,5,4,3,12,9,14,4,5,2,0,12,0,4,18
33004064038P7,33,5,0,25,0,56.48,20,5,3,5,22,7,9,2,17,1,0,13,6,1,21
40005011170P1,5,3,0,25,0,46.36,20,5,10,11,23,11,9,5,4,6,0,1,0,5,1
12002011006P9,41,5,0,25,0,58.2,19,6,36,9,12,0,3,0,3,0,0,18,13,2,18
33004080051P4,31,4,0,25,0,49.44,19,6,3,22,7,7,4,2,0,5,0,4,7,1,4
28002016002P8,21,5,0,25,0,50.8,16,9,12,5,12,78,17,3,3,28,0,9,13,6,2
33087016001P2,10,3,3,25,0,53.107142857142854,18,10,4,6,3,3,0,3,23,3,10,21,0,3,7
31004016055P6,12,4,0,25,0,56.04,15,10,6,8,10,23,9,1,2,6,1,7,4,2,2
42002010008P0,49,4,0,24,0,52.583333333333336,24,0,6,7,43,11,3,1,26,3,1,16,12,1,8
50001019029P0,11,3,0,24,0,45.416666666666664,24,0,10,13,12,11,4,2,0,3,0,18,0,3,1
32001010096P8,7,4,0,24,0,54.416666666666664,24,0,11,16,16,11,6,4,1,0,0,8,0,1,2
42005019016P8,27,5,0,24,0,51.333333333333336,24,0,13,11,9,4,0,0,1,2,1,25,19,6,6
33001014013P8,29,4,0,24,0,53.916666666666664,24,0,5,9,15,7,32,16,13,8,2,17,35,4,9
33004137003P3,45,4,0,24,0,56.541666666666664,24,0,15,12,33,23,8,0,0,4,0,10,8,2,16
22001018014P3,45,5,0,24,0,52.166666666666664,24,0,6,1,29,7,3,3,9,0,0,25,11,15,10
42003016022P5,17,4,0,24,0,51.333333333333336,24,0,0,1,12,13,15,5,28,22,0,8,5,22,3
33003017043P7,34,6,1,24,0,61.96,25,0,7,2,14,13,2,0,1,3,0,10,15,1,20
28001010089P3,9,3,0,24,0,44.291666666666664,24,0,0,0,8,2,4,2,5,5,0,13,0,7,1
22001018012P0,48,4,0,24,0,52.125,24,0,5,13,21,1,0,3,2,0,0,19,6,5,9
27001016025P9,12,3,0,24,0,55.166666666666664,23,1,1,6,10,7,20,2,3,0,0,40,0,1,2
14001012005P1,8,3,0,24,0,44.291666666666664,23,1,1,5,8,10,7,4,1,21,0,9,0,9,2
31021018002P4,34,4,0,24,0,57.875,23,1,1,1,8,16,15,34,2,1,0,22,16,1,69
31001017016P1,45,6,0,24,0,53.5,23,1,15,20,24,21,7,5,5,9,0,5,11,1,1
40001016044P0,18,5,0,24,0,52.166666666666664,23,1,4,9,23,8,16,8,3,3,0,12,6,10,3
33002010024P6,49,5,0,24,0,55.666666666666664,23,1,9,9,21,2,8,0,0,2,0,8,11,1,3
15001016028P4,22,4,0,24,0,49.666666666666664,23,1,5,10,23,31,8,6,2,4,0,16,6,1,13
31004016021P4,26,5,0,24,0,54.541666666666664,23,1,5,18,17,11,8,4,0,0,0,8,8,3,1
42041015001P2,16,5,0,24,0,51.458333333333336,22,2,11,9,23,21,12,21,16,1,0,14,6,7,50
33002010225P1,9,4,0,24,0,61.583333333333336,22,2,0,0,1,1,0,0,0,0,0,6,0,18,3
33002010202P1,14,4,0,24,0,62.375,22,2,50,7,20,26,2,3,0,5,0,0,13,2,29
15006018003P3,11,3,0,24,0,56.25,22,2,0,5,2,9,5,4,1,0,0,7,0,1,1
31068014002P6,8,4,0,24,0,53.75,21,3,3,0,1,5,9,0,1,1,0,0,5,1,4
33002010182P0,23,4,0,24,0,55.75,21,3,2,10,42,8,1,18,6,3,0,9,11,1,9
33002010241P7,7,3,0,24,0,50.375,21,3,21,17,23,12,1,19,10,1,0,11,0,3,7
28001010038P0,24,4,0,24,0,53.208333333333336,21,3,12,7,17,6,2,0,3,1,3,13,0,1,4
33004153074P9,15,5,0,24,0,53.291666666666664,20,4,7,8,31,14,8,3,1,4,0,9,9,11,16
33001014042P8,9,3,0,24,0,47.541666666666664,20,4,10,11,13,7,9,6,3,8,0,11,0,4,24
30001013002P8,32,4,0,24,0,51.5,20,4,6,21,26,14,2,1,2,2,0,16,12,1,3
22001018061P1,13,3,0,24,1,55.04,21,4,1,6,5,28,19,5,6,2,0,7,0,3,4
32001010091P6,9,4,0,24,0,52.541666666666664,19,5,2,5,12,13,19,4,11,5,0,19,4,1,6
50002015001P4,15,4,0,24,0,53.25,16,8,10,14,22,2,2,8,9,4,0,19,0,1,3
33009015033P0,35,7,0,24,0,58.333333333333336,11,13,14,34,47,14,12,18,2,5,0,13,16,1,5
33004064089P0,6,3,1,24,0,53.52,9,16,4,8,11,4,7,10,6,1,1,6,0,2,13
23001011170P8,5,5,0,24,0,51,3,21,14,13,19,8,9,2,3,2,0,1,0,3,2
31004016008P8,39,5,0,23,0,60,23,0,9,11,4,3,5,5,1,0,0,2,7,1,6
15001016068P6,10,4,0,23,0,47.347826086956523,23,0,10,7,23,13,7,12,1,6,0,10,6,5,3
30001013021P2,15,4,0,23,0,48.130434782608695,23,0,4,13,14,15,9,2,2,5,0,13,1,10,1
53001010031P6,33,5,0,23,0,54.782608695652172,23,0,11,19,20,10,10,4,3,6,0,11,7,7,9
32003013001P0,53,5,0,23,0,55.739130434782609,23,0,14,6,8,10,1,1,2,1,0,37,14,1,2
32006012037P3,7,3,1,23,0,46.708333333333336,24,0,4,2,18,1,7,0,1,0,0,18,0,1,4
32002017007P1,44,6,0,23,0,59.565217391304351,23,0,15,14,24,1,0,4,9,1,0,18,17,3,12
22001018064P0,13,4,0,23,0,50.913043478260867,23,0,16,23,21,1,3,7,2,2,0,5,0,8,5
24009016007P3,34,5,0,23,0,61.043478260869563,23,0,0,7,56,21,7,12,18,6,13,24,19,12,2
40004015008P3,26,6,0,23,0,58.521739130434781,23,0,14,18,41,13,4,2,6,1,0,25,15,1,18
33002045007P0,51,7,0,23,0,57.391304347826086,23,0,17,7,12,9,0,15,1,0,4,21,8,2,11
40005011006P7,18,5,0,23,0,53.782608695652172,23,0,7,4,27,6,4,9,6,1,0,11,4,2,16
52001016056P2,9,4,0,23,0,46.130434782608695,23,0,7,14,16,6,3,5,0,10,0,14,7,2,4
32002017004P2,45,6,0,23,0,56.173913043478258,23,0,38,45,46,13,4,0,1,1,0,15,18,1,1
33004102070P6,25,5,1,23,0,60.291666666666664,24,0,12,19,39,15,1,1,5,0,0,15,8,3,19
33004030081P7,24,6,0,23,0,50.739130434782609,23,0,17,26,34,17,7,1,2,2,0,12,7,14,5
42015014010P1,6,4,0,23,0,47.739130434782609,22,1,7,12,15,15,6,3,0,0,0,5,0,5,4
32004010002P6,45,7,0,23,0,51.043478260869563,22,1,17,33,26,7,7,1,8,0,0,13,13,8,6
41001010033P5,27,5,0,23,0,56.652173913043477,22,1,28,3,16,7,0,2,9,3,1,20,9,2,2
42001013048P1,32,4,0,23,0,53.391304347826086,22,1,10,16,21,7,0,5,7,1,0,24,4,2,8
31069010001P6,12,3,1,23,0,52.083333333333336,23,1,14,7,19,0,6,3,1,2,21,19,0,5,8
33002029022P9,35,5,0,23,0,53.608695652173914,22,1,15,10,13,12,4,3,1,1,1,12,9,2,12
40001016031P6,27,5,0,23,0,57.913043478260867,22,1,8,12,40,6,3,3,7,0,2,14,25,9,9
32020015005P0,13,3,0,23,0,53.521739130434781,21,2,4,0,1,0,2,0,3,1,1,15,0,3,6
25003011010P9,24,5,0,23,0,53.217391304347828,21,2,15,12,16,8,0,9,15,0,0,5,5,1,2
33002010057P1,43,6,0,23,0,54.652173913043477,21,2,46,29,30,5,7,4,5,0,0,14,7,2,6
40001016043P4,19,4,0,23,0,50,21,2,8,3,9,6,3,0,1,1,1,30,0,1,1
51005018009P7,11,4,0,23,0,46.782608695652172,20,3,5,12,13,3,9,5,3,0,3,14,4,6,3
33004145070P8,29,5,0,23,0,53.739130434782609,20,3,19,14,10,12,6,11,1,0,0,24,9,3,6
42003016018P8,22,5,0,23,0,49.565217391304351,20,3,8,11,36,7,2,3,9,2,2,15,5,6,26
40003019006P4,22,5,0,23,0,55.086956521739133,19,4,34,13,30,2,5,3,7,9,3,29,12,3,127
33002010220P0,10,3,0,23,0,55.608695652173914,19,4,1,0,2,3,3,3,2,0,0,37,0,9,49
31001017013P2,58,6,0,23,0,50.869565217391305,19,4,20,32,14,6,3,1,1,2,1,11,4,24,1
